,kidneySRR8374780,kidneySRR8374781,liverSRR8374774,liverSRR8374775,lungSRR8374778,lungSRR8374779,sIntestineSRR8374776,sIntestineSRR8374777
ENSMUSG00000089874,0,0,0,0,0,0,0,0
ENSMUSG00000089875,0,0,0,0,0,0,0,0
ENSMUSG00000089876,161,204,34,39,53,77,189,162
ENSMUSG00000089877,0,0,0,0,0,0,0,0
ENSMUSG00000089879,1,0,2,1,0,2,1,1
ENSMUSG00000089881,0,0,0,0,0,0,0,0
ENSMUSG00000089883,0,0,0,0,0,0,0,0
ENSMUSG00000089885,0,0,0,0,0,0,0,0
ENSMUSG00000089886,0,0,0,0,0,0,0,0
ENSMUSG00000089887,0,0,6,0,0,0,0,1
ENSMUSG00000089888,0,0,0,0,0,0,0,0
ENSMUSG00000089889,17,31,11,16,12,20,7,5
ENSMUSG00000089890,0,0,0,0,0,0,0,0
ENSMUSG00000089891,0,0,0,0,0,0,0,0
ENSMUSG00000089892,1,0,0,0,0,0,0,0
ENSMUSG00000089893,0,0,0,0,0,0,0,0
ENSMUSG00000089894,0,0,0,0,0,0,0,0
ENSMUSG00000089898,0,0,0,0,0,0,0,0
ENSMUSG00000089900,0,0,0,0,0,0,0,0
ENSMUSG00000089901,1,10,2,3,39,58,4,5
ENSMUSG00000089902,0,0,0,0,0,0,0,0
ENSMUSG00000089904,0,0,0,0,0,0,0,0
ENSMUSG00000089905,0,0,0,0,0,0,0,0
ENSMUSG00000089906,0,0,0,0,0,0,0,0
ENSMUSG00000089907,0,0,0,0,0,0,0,0
ENSMUSG00000089908,0,0,0,0,0,0,0,0
ENSMUSG00000089909,0,0,0,0,0,0,0,0
ENSMUSG00000089910,0,0,0,0,0,0,0,0
ENSMUSG00000089911,565,903,182,257,596,751,338,237
ENSMUSG00000089914,0,0,0,0,0,0,0,0
ENSMUSG00000089916,0,0,0,0,3,5,0,0
ENSMUSG00000089917,361,835,207,281,623,839,667,563
ENSMUSG00000089922,0,0,0,0,0,0,0,0
ENSMUSG00000089924,0,0,0,0,0,0,0,0
ENSMUSG00000089926,0,0,0,0,2,4,0,0
ENSMUSG00000089927,0,0,0,0,0,0,0,0
ENSMUSG00000089929,0,0,0,0,2,3,0,0
ENSMUSG00000089931,0,0,0,0,0,0,0,0
ENSMUSG00000089932,0,0,0,0,0,0,0,0
ENSMUSG00000089933,0,0,0,0,0,0,0,0
ENSMUSG00000089934,0,0,0,0,0,0,0,0
ENSMUSG00000089935,0,0,3,0,2,1,0,0
ENSMUSG00000089936,0,0,0,0,0,0,0,0
ENSMUSG00000089937,0,0,0,0,0,0,0,0
ENSMUSG00000089938,0,0,0,0,0,0,0,0
ENSMUSG00000089940,1,2,0,0,4,1,5,1
ENSMUSG00000089941,0,0,0,0,0,0,0,0
ENSMUSG00000089942,0,1,15,15,20,29,3,0
ENSMUSG00000089943,0,0,0,0,0,0,0,0
ENSMUSG00000089945,1,0,0,0,4,12,0,1
ENSMUSG00000089947,0,0,0,0,0,0,0,0
ENSMUSG00000089948,0,0,0,0,0,0,0,0
ENSMUSG00000089949,0,0,0,0,0,0,0,0
ENSMUSG00000089950,0,0,0,0,0,0,0,0
ENSMUSG00000089951,0,1,0,0,0,0,0,0
ENSMUSG00000089952,0,0,0,0,0,0,0,0
ENSMUSG00000089953,0,6,0,0,0,0,0,0
ENSMUSG00000089956,1,2,0,1,7,16,2,1
ENSMUSG00000089957,0,0,0,0,0,0,0,0
ENSMUSG00000089958,0,0,0,0,0,0,0,0
ENSMUSG00000089959,1,3,7,19,2,6,0,0
ENSMUSG00000089960,0,0,0,0,0,0,0,0
ENSMUSG00000089961,0,0,0,0,0,0,0,0
ENSMUSG00000089963,0,0,0,0,0,0,0,0
ENSMUSG00000089964,0,0,0,0,0,0,1,2
ENSMUSG00000089965,0,0,0,0,0,0,0,0
ENSMUSG00000089966,0,0,0,0,0,0,0,0
ENSMUSG00000089967,0,0,0,0,0,0,0,0
ENSMUSG00000089968,0,0,0,0,0,0,0,0
ENSMUSG00000089972,0,0,0,0,0,0,0,0
ENSMUSG00000089973,0,0,0,0,0,0,0,0
ENSMUSG00000089975,0,0,0,0,0,0,0,0
ENSMUSG00000089976,0,0,0,0,0,0,0,0
ENSMUSG00000089978,0,0,0,0,0,0,0,0
ENSMUSG00000089982,0,0,0,0,0,0,0,0
ENSMUSG00000089983,1,6,0,0,4,0,6,4
ENSMUSG00000089984,1,2,0,0,6,7,1,0
ENSMUSG00000089987,0,0,0,0,0,0,0,0
ENSMUSG00000089988,0,0,0,0,0,0,0,0
ENSMUSG00000089989,6,10,2,3,13,18,7,1
ENSMUSG00000089990,0,0,0,0,0,0,0,0
ENSMUSG00000089991,1,4,64,99,5,5,1,0
ENSMUSG00000089992,0,0,0,0,0,0,0,0
ENSMUSG00000089993,0,0,0,0,0,0,0,0
ENSMUSG00000089994,0,0,0,0,0,0,0,0
ENSMUSG00000089995,0,0,0,0,0,0,0,0
ENSMUSG00000089996,0,0,0,0,0,0,0,0
ENSMUSG00000089997,0,1,0,0,20,14,1,0
ENSMUSG00000089998,6,18,1,2,10,2,2,4
ENSMUSG00000089999,6,5,12,25,48,4,3,1
ENSMUSG00000090000,0,1,1,0,1,0,1,0
ENSMUSG00000090001,0,0,0,0,0,0,0,0
ENSMUSG00000090002,0,0,0,0,0,0,0,0
ENSMUSG00000090003,0,0,0,0,0,0,0,0
ENSMUSG00000090004,0,0,0,0,0,0,0,0
ENSMUSG00000090005,0,0,0,0,0,0,0,0
ENSMUSG00000090006,0,0,0,0,0,0,0,0
ENSMUSG00000090007,0,0,0,0,0,0,0,0
ENSMUSG00000090008,0,0,0,0,0,0,0,0
ENSMUSG00000090009,0,0,0,0,0,0,0,0
ENSMUSG00000090012,0,0,0,0,0,0,0,0
ENSMUSG00000090013,0,0,0,0,0,0,0,0
ENSMUSG00000090015,126,253,60,78,226,234,91,66
ENSMUSG00000090016,0,0,0,0,0,0,0,0
ENSMUSG00000090017,0,0,0,0,0,0,0,0
ENSMUSG00000090019,0,0,0,0,0,0,0,0
ENSMUSG00000090021,0,0,0,0,0,0,0,0
ENSMUSG00000090023,0,9,0,0,7,9,0,1
ENSMUSG00000090024,0,0,0,0,0,0,0,0
ENSMUSG00000090026,0,0,0,0,0,0,0,0
ENSMUSG00000090027,0,0,0,0,0,0,0,0
ENSMUSG00000090030,0,1,0,0,2,0,0,2
ENSMUSG00000090031,0,0,0,0,0,0,0,0
ENSMUSG00000090033,0,0,0,0,0,0,0,0
ENSMUSG00000090034,0,4,0,3,0,0,0,0
ENSMUSG00000090035,0,0,0,0,0,0,0,0
ENSMUSG00000090036,0,0,0,0,0,0,0,0
ENSMUSG00000090038,0,0,0,0,0,0,0,0
ENSMUSG00000090039,0,0,0,0,0,0,0,0
ENSMUSG00000090040,0,0,0,0,0,0,0,0
ENSMUSG00000090041,0,0,0,0,0,0,0,0
ENSMUSG00000090042,0,0,0,0,0,0,0,0
ENSMUSG00000090043,0,0,0,0,0,0,0,0
ENSMUSG00000090044,0,0,0,0,0,0,0,0
ENSMUSG00000090047,0,0,0,0,0,0,0,0
ENSMUSG00000090048,0,0,0,0,0,0,0,0
ENSMUSG00000090050,0,0,0,0,0,1,0,0
ENSMUSG00000090051,0,0,0,0,0,0,0,0
ENSMUSG00000090053,3,0,0,0,9,14,1,1
ENSMUSG00000090054,0,0,0,0,0,0,0,0
ENSMUSG00000090057,0,0,0,0,0,0,0,0
ENSMUSG00000090059,0,0,0,0,0,0,0,0
ENSMUSG00000090061,4,7,2,2,23,23,1,1
ENSMUSG00000090062,0,0,0,0,0,0,0,0
ENSMUSG00000090063,0,0,0,0,0,1,0,0
ENSMUSG00000090066,3,2,2,3,4,9,11,15
ENSMUSG00000090067,0,0,0,0,0,0,0,0
ENSMUSG00000090069,3,23,6,3,18,19,8,8
ENSMUSG00000090070,0,0,0,0,0,0,0,0
ENSMUSG00000090071,0,0,0,0,0,0,0,0
ENSMUSG00000090073,0,0,0,0,0,0,0,0
ENSMUSG00000090074,0,0,0,0,0,0,0,0
ENSMUSG00000090075,0,4,1,0,2,3,0,1
ENSMUSG00000090077,0,0,0,0,0,0,0,0
ENSMUSG00000090078,0,0,0,0,0,0,0,0
ENSMUSG00000090079,0,0,0,0,0,0,0,0
ENSMUSG00000090080,0,0,0,0,0,0,0,0
ENSMUSG00000090081,0,0,0,0,0,0,0,0
ENSMUSG00000090083,0,0,0,0,0,0,0,0
ENSMUSG00000090084,9,25,0,9,194,263,43,42
ENSMUSG00000090086,0,0,0,0,0,0,0,0
ENSMUSG00000090087,0,2,0,0,0,0,0,0
ENSMUSG00000090088,0,0,0,0,0,0,0,0
ENSMUSG00000090089,0,0,0,0,0,0,0,0
ENSMUSG00000090090,0,0,0,0,0,0,0,0
ENSMUSG00000090093,20,75,4,10,23,27,9,5
ENSMUSG00000090095,0,0,0,0,0,0,0,0
ENSMUSG00000090097,0,0,0,0,0,0,0,0
ENSMUSG00000090098,149,1654,0,1,9,21,4,4
ENSMUSG00000090099,0,0,0,0,0,0,0,0
ENSMUSG00000090100,0,1,0,0,0,0,0,0
ENSMUSG00000090101,0,0,0,0,0,0,0,0
ENSMUSG00000090102,0,0,0,0,0,0,0,0
ENSMUSG00000090103,0,0,0,0,1,5,2,1
ENSMUSG00000090104,0,0,0,0,0,0,0,0
ENSMUSG00000090105,41,616,81,34,54,43,30,8
ENSMUSG00000090106,0,0,0,0,0,0,0,0
ENSMUSG00000090107,0,0,0,0,0,0,0,0
ENSMUSG00000090109,0,0,0,0,0,0,0,0
ENSMUSG00000090110,167,281,36,49,242,337,124,111
ENSMUSG00000090111,0,0,0,0,0,0,0,0
ENSMUSG00000090112,113,416,97,164,470,598,159,114
ENSMUSG00000090113,0,0,0,0,0,0,0,0
ENSMUSG00000090114,0,0,0,0,0,0,0,0
ENSMUSG00000090115,15,45,9,24,71,106,79,82
ENSMUSG00000090116,0,0,0,0,0,0,0,0
ENSMUSG00000090117,0,0,0,0,0,0,0,0
ENSMUSG00000090118,0,0,0,0,2,0,0,0
ENSMUSG00000090119,0,0,0,0,0,0,0,0
ENSMUSG00000090120,0,0,0,0,0,0,0,0
ENSMUSG00000090121,0,0,0,1,21,21,0,0
ENSMUSG00000090122,24,17,0,0,2,1,0,1
ENSMUSG00000090124,6,18,1,6,2,3,8,1
ENSMUSG00000090125,0,0,0,0,2,2,0,0
ENSMUSG00000090126,0,0,0,1,0,0,0,0
ENSMUSG00000090128,0,0,0,0,0,0,0,0
ENSMUSG00000090129,0,0,0,0,0,0,0,0
ENSMUSG00000090131,0,0,0,0,0,0,0,0
ENSMUSG00000090132,0,0,0,0,0,0,0,0
ENSMUSG00000090135,0,0,0,0,0,0,0,0
ENSMUSG00000090136,0,0,0,0,0,0,0,0
ENSMUSG00000090137,1,0,0,0,1,2,2,1
ENSMUSG00000090138,0,0,0,0,0,0,0,0
ENSMUSG00000090141,0,0,0,0,1,0,0,0
ENSMUSG00000090142,0,0,0,0,0,0,0,0
ENSMUSG00000090145,0,0,0,0,0,0,0,0
ENSMUSG00000090146,0,0,0,0,0,0,0,0
ENSMUSG00000090147,0,0,0,0,0,0,0,0
ENSMUSG00000090150,1353,1914,1096,1423,152,190,747,730
ENSMUSG00000090151,0,0,0,0,0,0,0,0
ENSMUSG00000090152,0,0,0,0,0,0,0,0
ENSMUSG00000090157,0,0,0,0,0,0,0,0
ENSMUSG00000090159,0,0,0,0,0,0,0,0
ENSMUSG00000090160,0,0,0,0,0,0,0,0
ENSMUSG00000090162,0,0,0,0,0,0,0,0
ENSMUSG00000090163,0,0,0,0,0,0,0,0
ENSMUSG00000090164,8,7,6,8,96,147,28,35
ENSMUSG00000090165,0,0,0,0,0,0,0,0
ENSMUSG00000090166,0,0,0,0,3,2,0,0
ENSMUSG00000090168,0,0,0,0,0,0,0,0
ENSMUSG00000090171,0,0,0,0,0,0,0,0
ENSMUSG00000090173,0,9,0,1,9,28,5,3
ENSMUSG00000090174,0,0,0,0,0,0,0,0
ENSMUSG00000090175,0,0,0,0,0,0,0,0
ENSMUSG00000090176,0,0,0,0,1,1,36,23
ENSMUSG00000090179,0,0,0,0,0,0,0,0
ENSMUSG00000090180,0,0,0,0,0,0,1,0
ENSMUSG00000090185,0,0,0,0,0,0,0,0
ENSMUSG00000090186,0,0,1,2,3,11,0,1
ENSMUSG00000090188,0,0,0,0,0,0,0,0
ENSMUSG00000090191,0,0,0,0,0,0,0,0
ENSMUSG00000090192,0,0,0,0,5,4,0,0
ENSMUSG00000090193,0,0,0,0,0,0,0,0
ENSMUSG00000090194,0,0,0,0,0,0,0,0
ENSMUSG00000090197,0,0,0,0,0,0,0,0
ENSMUSG00000090199,0,2,0,0,5,10,0,0
ENSMUSG00000090200,0,0,0,0,0,0,0,0
ENSMUSG00000090202,0,0,0,0,0,0,0,0
ENSMUSG00000090203,0,0,0,0,0,0,0,0
ENSMUSG00000090206,0,2,1,0,11,10,1,3
ENSMUSG00000090207,1,4,3,5,0,3,2,6
ENSMUSG00000090208,1,4,5,2,19,32,0,3
ENSMUSG00000090210,2,56,21,21,96,117,33,28
ENSMUSG00000090211,0,0,0,0,0,0,0,0
ENSMUSG00000090212,0,0,0,0,0,0,0,0
ENSMUSG00000090213,22,69,3,10,40,52,15,8
ENSMUSG00000090214,5,12,2,7,118,143,55,52
ENSMUSG00000090215,6,7,0,0,4,6,0,0
ENSMUSG00000090216,0,0,0,0,0,0,0,0
ENSMUSG00000090217,0,0,0,0,0,0,0,0
ENSMUSG00000090219,0,0,0,0,0,0,0,0
ENSMUSG00000090220,0,0,0,0,0,0,0,0
ENSMUSG00000090222,4,106,23,57,91,107,7,5
ENSMUSG00000090223,1,0,0,0,2,2,24,36
ENSMUSG00000090224,0,0,0,0,0,0,0,0
ENSMUSG00000090225,0,0,0,0,0,0,0,0
ENSMUSG00000090226,0,0,0,0,0,0,0,0
ENSMUSG00000090227,0,0,0,0,0,0,0,0
ENSMUSG00000090228,0,0,0,0,0,0,0,0
ENSMUSG00000090230,0,0,0,0,0,0,0,0
ENSMUSG00000090231,0,0,0,0,0,1,0,0
ENSMUSG00000090232,0,0,0,0,0,0,0,0
ENSMUSG00000090235,2,0,1,0,1,2,0,0
ENSMUSG00000090236,0,0,0,0,0,0,0,0
ENSMUSG00000090237,0,0,0,0,0,0,0,0
ENSMUSG00000090242,0,0,0,0,0,0,0,0
ENSMUSG00000090243,0,0,0,0,0,0,0,0
ENSMUSG00000090244,0,0,0,0,0,0,0,0
ENSMUSG00000090246,0,1,0,0,0,1,0,0
ENSMUSG00000090247,86,69,3,7,22,41,12,13
ENSMUSG00000090248,3,12,1,1,8,20,5,4
ENSMUSG00000090249,0,0,0,0,0,0,0,0
ENSMUSG00000090252,0,0,0,0,0,0,0,0
ENSMUSG00000090254,1,0,0,0,9,5,3,0
ENSMUSG00000090255,0,0,0,0,0,0,0,0
ENSMUSG00000090256,4,21,0,0,32,39,1,0
ENSMUSG00000090257,107,404,2,1,17,26,4,2
ENSMUSG00000090258,0,0,0,0,0,1,0,0
ENSMUSG00000090259,0,0,0,0,0,0,0,0
ENSMUSG00000090260,0,0,0,0,0,0,0,0
ENSMUSG00000090263,0,0,0,0,0,0,0,0
ENSMUSG00000090264,0,0,0,0,0,0,0,0
ENSMUSG00000090265,0,0,0,0,0,0,0,0
ENSMUSG00000090266,670,571,171,229,350,559,235,242
ENSMUSG00000090268,0,0,0,0,0,0,0,0
ENSMUSG00000090270,0,0,0,0,0,0,0,0
ENSMUSG00000090272,126,407,143,224,1472,1773,248,199
ENSMUSG00000090273,1,12,0,2,9,14,7,8
ENSMUSG00000090277,0,0,0,0,0,0,0,0
ENSMUSG00000090284,0,0,0,0,0,0,0,0
ENSMUSG00000090290,53,151,30,51,125,197,45,46
ENSMUSG00000090291,2,7,0,1,322,386,12,12
ENSMUSG00000090292,0,0,0,0,0,0,0,0
ENSMUSG00000090293,0,0,0,0,0,0,0,0
ENSMUSG00000090298,0,0,0,0,0,0,0,0
ENSMUSG00000090300,0,0,0,0,0,0,0,0
ENSMUSG00000090302,0,0,0,0,0,0,0,0
ENSMUSG00000090303,0,1,0,1,1,0,0,0
ENSMUSG00000090304,0,0,0,0,0,0,0,0
ENSMUSG00000090305,0,0,0,0,0,0,0,0
ENSMUSG00000090306,0,0,239,610,1,5,0,2
ENSMUSG00000090307,0,0,0,0,0,0,0,0
ENSMUSG00000090308,0,0,0,0,0,0,0,0
ENSMUSG00000090314,0,0,0,0,0,0,0,0
ENSMUSG00000090315,0,0,0,0,0,0,0,0
ENSMUSG00000090317,0,0,1,0,1,0,0,0
ENSMUSG00000090318,0,0,0,0,0,0,0,0
ENSMUSG00000090319,0,0,0,0,0,1,0,0
ENSMUSG00000090322,0,0,0,0,0,0,0,0
ENSMUSG00000090323,0,0,0,0,0,0,0,0
ENSMUSG00000090326,0,0,0,0,1,5,0,1
ENSMUSG00000090327,0,0,0,0,0,0,0,0
ENSMUSG00000090328,0,0,0,0,0,0,0,0
ENSMUSG00000090329,0,0,0,0,0,0,0,0
ENSMUSG00000090330,0,0,0,0,0,0,0,0
ENSMUSG00000090331,0,0,0,0,0,0,0,0
ENSMUSG00000090332,0,0,0,0,0,0,0,0
ENSMUSG00000090333,0,0,0,0,0,0,0,0
ENSMUSG00000090334,0,0,0,0,0,0,0,0
ENSMUSG00000090336,2,18,0,0,65,46,1,1
ENSMUSG00000090338,0,0,0,0,0,0,0,0
ENSMUSG00000090341,0,0,0,0,0,0,0,0
ENSMUSG00000090342,0,0,0,0,0,0,0,0
ENSMUSG00000090346,1,0,0,0,0,0,0,0
ENSMUSG00000090350,0,0,0,0,0,0,0,0
ENSMUSG00000090351,0,0,0,0,0,0,0,0
ENSMUSG00000090352,1,0,0,0,1,0,0,1
ENSMUSG00000090353,0,0,0,0,0,0,0,0
ENSMUSG00000090355,0,0,0,0,0,0,0,0
ENSMUSG00000090356,0,0,0,0,0,0,0,3
ENSMUSG00000090357,0,1,0,0,1,0,1,0
ENSMUSG00000090358,5,6,0,0,2,0,2,2
ENSMUSG00000090362,0,0,0,0,0,0,0,0
ENSMUSG00000090363,0,0,0,0,0,0,0,0
ENSMUSG00000090364,0,0,0,0,0,0,0,0
ENSMUSG00000090365,0,0,0,0,0,0,0,0
ENSMUSG00000090369,0,0,0,0,0,0,0,0
ENSMUSG00000090370,0,0,0,0,0,0,0,0
ENSMUSG00000090374,0,0,0,0,0,0,0,0
ENSMUSG00000090379,0,0,0,0,12,29,0,0
ENSMUSG00000090381,0,0,0,0,0,0,0,0
ENSMUSG00000090383,0,1,0,0,0,0,0,0
ENSMUSG00000090385,0,0,0,0,0,0,0,0
ENSMUSG00000090386,32,93,24,53,117,162,0,1
ENSMUSG00000090387,0,0,0,0,0,0,0,0
ENSMUSG00000090389,0,1,4,0,3,0,0,0
ENSMUSG00000090394,38,69,29,24,278,426,23,24
ENSMUSG00000090395,0,0,0,0,0,0,0,0
ENSMUSG00000090396,0,0,0,0,0,0,0,0
ENSMUSG00000090397,0,0,0,0,0,0,0,0
ENSMUSG00000090399,3,10,5,4,41,48,1,3
ENSMUSG00000090404,0,0,0,0,0,0,0,0
ENSMUSG00000090406,0,0,0,3,0,1,1,2
ENSMUSG00000090408,0,0,0,0,0,0,0,0
ENSMUSG00000090411,0,0,0,0,0,0,0,0
ENSMUSG00000090417,0,0,0,1,0,1,1,0
ENSMUSG00000090427,0,0,0,0,0,0,0,0
ENSMUSG00000090429,0,0,0,0,0,0,0,0
ENSMUSG00000090436,0,0,0,0,0,0,0,0
ENSMUSG00000090439,0,0,0,0,0,0,0,0
ENSMUSG00000090440,0,0,0,0,0,0,0,0
ENSMUSG00000090441,0,0,0,0,0,0,0,0
ENSMUSG00000090448,0,0,0,0,0,0,0,0
ENSMUSG00000090449,0,0,0,0,0,0,0,0
ENSMUSG00000090451,0,3,0,0,2,2,0,0
ENSMUSG00000090455,0,0,0,0,0,0,0,0
ENSMUSG00000090457,0,0,0,0,0,0,0,0
ENSMUSG00000090458,0,0,0,0,0,0,0,0
ENSMUSG00000090459,0,0,0,0,0,0,0,0
ENSMUSG00000090460,0,1,0,0,0,0,0,0
ENSMUSG00000090461,0,0,0,0,0,0,0,0
ENSMUSG00000090462,0,0,0,0,0,0,0,0
ENSMUSG00000090464,0,0,0,0,0,0,0,0
ENSMUSG00000090465,0,0,0,0,0,0,0,0
ENSMUSG00000090466,0,0,0,0,0,0,0,0
ENSMUSG00000090467,0,0,0,2,0,1,0,0
ENSMUSG00000090468,0,0,0,0,1,1,0,0
ENSMUSG00000090470,0,0,0,0,1,0,0,0
ENSMUSG00000090471,0,0,0,0,0,0,0,0
ENSMUSG00000090472,0,0,0,0,0,0,0,0
ENSMUSG00000090474,0,0,0,0,0,0,0,0
ENSMUSG00000090475,2,0,0,0,0,1,0,0
ENSMUSG00000090476,0,0,0,0,0,0,0,0
ENSMUSG00000090478,2,0,0,0,0,0,0,0
ENSMUSG00000090481,0,0,0,0,0,0,0,0
ENSMUSG00000090482,0,0,0,0,0,0,0,0
ENSMUSG00000090485,0,2,0,0,0,0,0,0
ENSMUSG00000090486,691,1609,0,0,9,1,0,2
ENSMUSG00000090487,0,0,0,0,0,0,0,0
ENSMUSG00000090489,0,0,0,0,0,0,0,0
ENSMUSG00000090494,0,0,0,0,0,0,0,0
ENSMUSG00000090497,0,0,0,0,0,0,0,0
ENSMUSG00000090500,0,0,0,0,0,0,0,0
ENSMUSG00000090505,0,0,0,0,0,0,0,0
ENSMUSG00000090509,1,2,1,0,467,534,0,0
ENSMUSG00000090512,0,0,0,0,0,0,0,0
ENSMUSG00000090515,0,0,0,0,0,0,0,0
ENSMUSG00000090516,0,0,0,0,0,0,0,0
ENSMUSG00000090519,0,0,0,0,0,0,0,0
ENSMUSG00000090523,14,28,83,83,196,278,23,23
ENSMUSG00000090527,2,0,0,0,0,5,0,0
ENSMUSG00000090533,0,0,0,0,0,0,0,0
ENSMUSG00000090534,0,0,0,0,3,2,0,0
ENSMUSG00000090535,1,0,0,0,0,0,0,0
ENSMUSG00000090538,0,0,0,0,0,0,0,0
ENSMUSG00000090539,0,0,0,0,0,0,0,0
ENSMUSG00000090544,1,0,0,0,0,0,0,1
ENSMUSG00000090546,0,0,0,0,0,0,0,0
ENSMUSG00000090547,0,0,0,0,0,0,0,0
ENSMUSG00000090549,0,0,0,0,0,0,0,0
ENSMUSG00000090550,0,1,0,0,1,3,5,2
ENSMUSG00000090551,0,0,0,0,0,0,0,0
ENSMUSG00000090552,0,2,0,0,0,1,0,0
ENSMUSG00000090553,606,624,164,217,541,759,536,587
ENSMUSG00000090555,0,0,0,0,0,0,0,0
ENSMUSG00000090556,0,0,0,0,0,1,0,0
ENSMUSG00000090558,0,0,0,0,0,0,0,0
ENSMUSG00000090559,0,0,0,0,0,0,0,0
ENSMUSG00000090561,0,0,0,0,0,0,0,0
ENSMUSG00000090564,2,10,0,1,2,6,18,6
ENSMUSG00000090565,0,0,0,0,0,0,0,0
ENSMUSG00000090570,0,0,0,0,0,0,0,0
ENSMUSG00000090572,0,0,0,0,0,0,0,0
ENSMUSG00000090574,0,0,0,0,0,0,0,0
ENSMUSG00000090576,0,0,0,0,0,0,0,0
ENSMUSG00000090577,0,0,0,0,0,0,0,0
ENSMUSG00000090578,0,0,0,0,0,0,0,0
ENSMUSG00000090581,0,0,0,0,0,0,0,1
ENSMUSG00000090582,0,0,0,0,0,0,0,0
ENSMUSG00000090584,0,0,0,0,0,0,0,0
ENSMUSG00000090585,0,0,1,0,0,0,0,0
ENSMUSG00000090588,0,0,0,0,0,0,0,0
ENSMUSG00000090589,0,0,0,0,0,0,0,0
ENSMUSG00000090592,0,0,0,0,0,0,0,0
ENSMUSG00000090594,0,0,0,0,0,0,0,0
ENSMUSG00000090598,0,0,0,0,0,0,0,0
ENSMUSG00000090602,20,4,1,19,2,3,2,1
ENSMUSG00000090603,0,0,0,0,0,0,0,0
ENSMUSG00000090607,0,0,0,0,0,0,0,0
ENSMUSG00000090608,0,0,0,0,0,0,0,0
ENSMUSG00000090610,3,2,5,3,2,2,6,6
ENSMUSG00000090618,0,0,0,0,0,0,0,0
ENSMUSG00000090619,0,1,0,0,1,0,0,0
ENSMUSG00000090622,0,0,0,0,0,0,0,0
ENSMUSG00000090623,1,2,310,452,1,0,0,0
ENSMUSG00000090624,0,0,0,0,0,0,0,0
ENSMUSG00000090625,0,0,0,0,0,0,0,0
ENSMUSG00000090626,37,136,0,5,57,88,21,19
ENSMUSG00000090627,0,0,0,0,0,0,0,0
ENSMUSG00000090628,0,0,0,0,0,0,0,0
ENSMUSG00000090629,0,0,0,0,4,0,0,0
ENSMUSG00000090631,0,0,0,0,6,6,0,0
ENSMUSG00000090634,4,58,0,1,0,4,0,0
ENSMUSG00000090635,0,0,0,0,0,0,0,0
ENSMUSG00000090636,0,0,0,0,0,0,0,0
ENSMUSG00000090637,0,0,0,0,0,0,0,0
ENSMUSG00000090638,0,0,0,0,0,0,0,0
ENSMUSG00000090639,0,0,0,0,0,0,0,0
ENSMUSG00000090641,20,23,4,9,49,72,26,18
ENSMUSG00000090642,0,0,0,0,0,0,0,0
ENSMUSG00000090643,0,0,0,0,0,0,0,0
ENSMUSG00000090655,0,0,0,0,0,0,0,0
ENSMUSG00000090657,0,0,0,0,0,0,0,0
ENSMUSG00000090658,1,0,0,0,0,0,0,0
ENSMUSG00000090659,14,28,6,18,32,30,13,11
ENSMUSG00000090660,0,1,0,0,0,0,0,0
ENSMUSG00000090662,0,0,0,0,0,0,0,0
ENSMUSG00000090665,0,0,0,0,4,4,1,1
ENSMUSG00000090667,0,0,3,1,0,1,0,1
ENSMUSG00000090671,0,0,0,0,0,0,0,0
ENSMUSG00000090673,9,29,10,17,7,10,8,10
ENSMUSG00000090674,0,0,0,0,0,0,0,0
ENSMUSG00000090675,0,0,0,0,1,0,0,0
ENSMUSG00000090681,0,0,0,0,0,0,0,0
ENSMUSG00000090682,0,0,0,0,0,0,0,0
ENSMUSG00000090684,0,0,0,0,0,0,0,0
ENSMUSG00000090685,0,0,0,0,0,0,0,0
ENSMUSG00000090688,0,0,0,0,0,4,2,0
ENSMUSG00000090690,0,0,0,0,0,0,0,0
ENSMUSG00000090691,0,0,0,0,2,5,0,1
ENSMUSG00000090692,0,0,0,0,0,0,0,0
ENSMUSG00000090693,3,15,5,6,7,7,1,1
ENSMUSG00000090698,15,39,3,6,41,79,9,6
ENSMUSG00000090699,0,0,0,0,0,0,0,0
ENSMUSG00000090700,2,0,1,3,4,6,874,592
ENSMUSG00000090701,0,0,0,0,0,0,0,1
ENSMUSG00000090704,1,0,0,0,0,1,0,2
ENSMUSG00000090706,0,0,0,0,0,0,0,0
ENSMUSG00000090707,0,6,0,1,8,3,0,1
ENSMUSG00000090708,0,0,0,0,0,0,0,0
ENSMUSG00000090709,0,0,0,0,1,1,0,0
ENSMUSG00000090710,0,0,0,0,0,0,0,0
ENSMUSG00000090713,0,0,0,0,0,0,0,0
ENSMUSG00000090714,0,0,0,0,0,0,0,0
ENSMUSG00000090715,0,0,0,0,0,0,0,0
ENSMUSG00000090716,0,0,0,0,0,0,0,0
ENSMUSG00000090718,0,0,0,0,0,0,0,0
ENSMUSG00000090722,0,0,0,0,0,0,0,0
ENSMUSG00000090724,0,0,0,0,0,0,0,0
ENSMUSG00000090726,0,0,0,0,0,0,0,0
ENSMUSG00000090727,0,0,0,0,0,0,0,0
ENSMUSG00000090728,0,0,0,0,0,1,0,0
ENSMUSG00000090731,0,0,0,0,0,0,0,0
ENSMUSG00000090732,0,0,0,0,0,0,0,0
ENSMUSG00000090733,2035,1633,503,861,4406,6714,1968,2483
ENSMUSG00000090736,0,0,0,0,0,0,0,0
